tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg
FRD,FRIEDMAN INDUSTRIES INC,31MAR2020,2019,77.344,10.479,66.865,142.102,-5.249,12
FUL,FULLER (H. B.) CO,30NOV2019,2019,3985.734,2762.945,1222.789,2897.0,130.817,11
GATX,GATX CORP,31DEC2019,2019,8285.1,6450.0,1835.1,1393.8,211.2,11
AJG,ARTHUR J GALLAGHER & CO,31DEC2019,2019,19634.8,14419.3,5215.5,7195.0,668.8,11
TGNA,TEGNA INC,31DEC2019,2019,6953.976,5363.599,1590.377,2299.497,286.235,11
GPS,GAP INC,31JAN2020,2019,13679.0,10363.0,3316.0,16383.0,351.0,11
AJRD,AEROJET ROCKETDYNE HOLDINGS,31DEC2019,2019,2707.8,2131.1,576.7,1981.5,141.0,11
GD,GENERAL DYNAMICS CORP,31DEC2019,2019,48841.0,35264.0,13577.0,39350.0,3484.0,11
GE,GENERAL ELECTRIC CO,31DEC2019,2019,266048.0,235748.0,29861.0,95214.0,-4979.0,11
JOB,GEE GROUP INC,30SEP2019,2019,124.481,87.661,36.82,151.674,-17.763,12
GIS,GENERAL MILLS INC,31MAY2020,2019,30806.7,21912.6,8349.5,17626.6,2181.2,11
ALLY,ALLY FINANCIAL INC,31DEC2019,2019,180644.0,166228.0,14416.0,11556.0,1715.0,11
GM,GENERAL MOTORS CO,31DEC2019,2019,228037.0,182080.0,45957.0,137237.0,6732.0,11
SPXC,SPX CORP,31DEC2019,2019,2134.5,1632.1,502.4,1525.4,70.9,11
GCO,GENESCO INC,31JAN2020,2019,1680.478,1061.135,619.343,2197.066,61.384,11
GPC,GENUINE PARTS CO,31DEC2019,2019,14645.629,10950.129,3695.5,19392.305,621.085,11
GTY,GETTY REALTY CORP,31DEC2019,2019,1211.777,622.338,589.439,140.675,49.723,11
GLT,GLATFELTER,31DEC2019,2019,1283.794,727.835,555.959,927.673,-21.541,11
GSK,GLAXOSMITHKLINE PLC,31DEC2019,2019,105544.085,81232.074,24312.011,45168.662,6151.838,11
GV,GOLDFIELD CORP,31DEC2019,2019,129.367,63.196,66.171,180.646,6.727,12
GT,GOODYEAR TIRE & RUBBER CO,31DEC2019,2019,17185.0,12640.0,4545.0,14745.0,-311.0,14
GRC,GORMAN-RUPP CO,31DEC2019,2019,382.76,74.882,307.878,398.179,35.815,11
GRA,GRACE (W R) & CO,31DEC2019,2019,3932.6,3530.4,402.2,1958.1,126.3,11
GGG,GRACO INC,31DEC2019,2019,1692.21,667.279,1024.931,1646.045,343.853,11
GHM,GRAHAM CORP,31MAR2020,2019,148.12,51.396,96.724,90.604,1.872,11
GWW,GRAINGER (W W) INC,31DEC2019,2019,6005.0,3945.0,2060.0,11486.0,849.0,11
GTN,GRAY TELEVISION INC,31DEC2019,2019,6972.0,4858.0,2114.0,2122.0,179.0,11
GEF,GREIF INC  -CL A,31OCT2019,2019,5426.7,4214.3,1191.1,4595.0,171.0,11
MGI,MONEYGRAM INTERNATIONAL INC,31DEC2019,2019,4185.0,4425.4,-240.4,1285.1,-60.3,14
HMG,HMG COURTLAND PROPERTIES,31DEC2019,2019,33.012,11.956,21.056,0.562,0.27,12
HAL,HALLIBURTON CO,31DEC2019,2019,25377.0,17352.0,8025.0,22408.0,-1131.0,11
LHX,L3HARRIS TECHNOLOGIES INC,30JUN2019,2019,10117.0,6754.0,3363.0,6801.0,949.0,11
HSC,HARSCO CORP,31DEC2019,2019,2367.467,1577.808,789.659,1503.742,503.919,11
HAS,HASBRO INC,31DEC2019,2019,8855.628,5860.098,2995.53,4720.227,520.454,14
AMOT,ALLIED MOTION TECHNOLOGIES,31DEC2019,2019,305.828,186.634,119.194,371.084,17.022,14
HVT,HAVERTY FURNITURE,31DEC2019,2019,560.072,299.569,260.503,802.37,21.865,11
HE,HAWAIIAN ELECTRIC INDS,31DEC2019,2019,13745.251,11430.698,2314.553,2874.601,219.772,11
HWKN,HAWKINS INC,31MAR2020,2019,389.328,155.844,233.484,540.198,28.367,14
HCSG,HEALTHCARE SERVICES GROUP,31DEC2019,2019,722.592,262.287,460.305,1840.778,64.581,14
WELL,WELLTOWER INC,31DEC2019,2019,33380.751,16398.247,16506.627,5163.74,1232.432,11
STRL,STERLING CONSTRUCTION CO INC,31DEC2019,2019,961.94,691.726,221.211,1126.278,39.901,14
HL,HECLA MINING CO,31DEC2019,2019,2637.308,944.885,1692.423,673.266,-99.557,11
HEI,HEICO CORP,31OCT2019,2019,2969.211,1086.287,1694.66,2055.647,327.896,11
KHC,KRAFT HEINZ CO,31DEC2019,2019,101450.0,49701.0,51749.0,24977.0,1935.0,14
HELE,HELEN OF TROY LTD,29FEB2020,2019,1903.883,742.16,1161.723,1707.432,152.333,14
HP,HELMERICH & PAYNE,30SEP2019,2019,5839.515,1827.292,4012.223,2787.33,-33.656,11
HSY,HERSHEY CO,31DEC2019,2019,8140.395,6395.401,1744.994,7986.252,1149.692,11
HTZ,HERTZ GLOBAL HOLDINGS INC,31DEC2019,2019,24627.0,22739.0,1888.0,9779.0,-58.0,11
HPQ,HP INC,31OCT2019,2019,33467.0,34660.0,-1193.0,58756.0,3152.0,11
HXL,HEXCEL CORP,31DEC2019,2019,3128.6,1682.5,1446.1,2355.7,306.6,11
HRC,HILL-ROM HOLDINGS INC,30SEP2019,2019,4919.0,3345.7,1573.3,2912.6,152.2,11
HLT,HILTON WORLDWIDE HOLDINGS,31DEC2019,2019,14957.0,15429.0,-472.0,9452.0,881.0,11
HFC,HOLLYFRONTIER CORP,31DEC2019,2019,12164.841,5655.415,6509.426,17486.578,772.388,11
HD,HOME DEPOT INC,31JAN2020,2019,51236.0,54352.0,-3116.0,110225.0,11242.0,11
HNI,HNI CORP,31DEC2019,2019,1452.512,868.144,584.368,2246.947,110.505,11
HMC,HONDA MOTOR CO LTD,31MAR2020,2019,190158.011,113152.105,77005.906,138760.884,4235.462,11
HRL,HORMEL FOODS CORP,31OCT2019,2019,8109.004,2183.469,5925.535,9497.317,978.806,11
CNP,CENTERPOINT ENERGY INC,31DEC2019,2019,35439.0,27080.0,8359.0,12301.0,791.0,11
HOV,HOVNANIAN ENTRPRS INC  -CL A,31OCT2019,2019,1881.424,2371.2,-489.776,2016.916,-42.117,11
UBA,URSTADT BIDDLE PROPERTIES,31OCT2019,2019,1072.304,414.704,579.724,139.229,37.28,11
HUBB,HUBBELL INC,31DEC2019,2019,4903.0,2942.5,1960.5,4591.0,400.9,11
JBHT,HUNT (JB) TRANSPRT SVCS INC,31DEC2019,2019,5470.854,3203.825,2267.029,9165.258,516.32,14
HBAN,HUNTINGTON BANCSHARES,31DEC2019,2019,109002.0,97207.0,11795.0,5640.0,1411.0,14
HURC,HURCO COS INC,31OCT2019,2019,301.065,60.82,240.245,263.377,17.495,14
HBP,HUTTIG BUILDING PRODUCTS INC,31DEC2019,2019,301.5,258.6,42.9,812.0,-21.3,14
IEC,IEC ELECTRONICS CORP,30SEP2019,2019,110.832,79.592,31.24,156.981,4.747,14
BBX,BBX CAPITAL CORP,31DEC2019,2019,1790.971,1146.892,640.07,984.776,17.691,11
ITT,ITT INC,31DEC2019,2019,4107.7,2029.9,2077.8,2846.4,325.1,11
RYN,RAYONIER INC,31DEC2019,2019,2860.996,1323.354,1537.642,711.556,59.105,11
IDA,IDACORP INC,31DEC2019,2019,6641.201,4170.648,2470.553,1346.383,232.854,11
ITW,ILLINOIS TOOL WORKS,31DEC2019,2019,15068.0,12038.0,3030.0,14109.0,2521.0,11
TLGT,TELIGENT INC,31DEC2019,2019,206.905,212.212,-5.307,65.896,-25.124,14
IMMU,IMMUNOMEDICS INC,31DEC2019,2019,671.722,404.492,267.23,0.295,-357.19,14
TT,TRANE TECHNOLOGIES PLC,31DEC2019,2019,20492.3,13179.9,7312.4,16598.9,1410.9,11
RYI,RYERSON HOLDING CORP,31DEC2019,2019,2021.5,1842.9,178.6,4501.6,82.4,11
AEGN,AEGION CORP,31DEC2019,2019,995.513,560.42,435.093,1213.935,-20.892,14
GFF,GRIFFON CORP,30SEP2019,2019,2074.939,1597.176,477.763,2209.289,37.287,11
INTC,INTEL CORP,31DEC2019,2019,136524.0,58865.0,77659.0,71965.0,21048.0,14
INS,INTELLIGENT SYSTEM CORP,31DEC2019,2019,44.24,6.951,37.289,34.303,10.969,12
TILE,INTERFACE INC,31DEC2019,2019,1423.049,1054.847,368.202,1343.029,79.2,14
IBM,INTL BUSINESS MACHINES CORP,31DEC2019,2019,152186.0,131201.0,20985.0,77147.0,9431.0,11
IFF,INTL FLAVORS & FRAGRANCES,31DEC2019,2019,13287.411,6958.82,6229.548,5140.084,455.873,11
NAV,NAVISTAR INTERNATIONAL CORP,31OCT2019,2019,6917.0,10640.0,-3723.0,11251.0,221.0,11
IDCC,INTERDIGITAL INC,31DEC2019,2019,1612.082,825.801,786.281,324.424,20.928,14
IP,INTL PAPER CO,31DEC2019,2019,33471.0,25753.0,7718.0,22376.0,1225.0,11
IPG,INTERPUBLIC GROUP OF COS,31DEC2019,2019,17751.9,14761.6,2825.6,10221.3,656.0,11
IVC,INVACARE CORP,31DEC2019,2019,852.126,543.61,308.516,927.964,-53.327,11
J,JACOBS ENGINEERING GROUP INC,30SEP2019,2019,11462.711,5694.053,5768.658,12737.868,847.184,11
EME,EMCOR GROUP INC,31DEC2019,2019,4830.358,2772.578,2057.78,9174.611,325.14,11
SRL,SCULLY ROYALTY LTD,31DEC2019,2019,388.075,108.967,279.108,87.327,-14.304,11
JNJ,JOHNSON & JOHNSON,31DEC2019,2019,157728.0,98257.0,59471.0,82059.0,15119.0,11
JCI,JOHNSON CONTROLS INTL PLC,30SEP2019,2019,42287.0,21458.0,20829.0,23968.0,5674.0,11
KLAC,KLA CORP,30JUN2019,2019,9008.516,6330.823,2677.693,4568.904,1175.617,14
KMI,KINDER MORGAN INC,31DEC2019,2019,74157.0,39268.0,34086.0,13209.0,2190.0,11
PNRG,PRIMEENERGY RESOURCES CORP,31DEC2019,2019,229.365,126.002,103.363,104.74,3.476,14
KAMN,KAMAN CORP,31DEC2019,2019,1418.943,595.741,823.202,761.608,209.829,11
KSU,KANSAS CITY SOUTHERN,31DEC2019,2019,9786.8,5040.9,4745.9,2866.0,538.9,11
EVRG,EVERGY INC,31DEC2019,2019,25975.9,17430.6,8545.3,5147.8,669.9,11
K,KELLOGG CO,31DEC2019,2019,17564.0,14250.0,3314.0,13578.0,960.0,11
KELYA,KELLY SERVICES INC  -CL A,31DEC2019,2019,2480.6,1216.1,1264.5,5355.6,112.4,14
KMT,KENNAMETAL INC,30JUN2019,2019,2656.269,1281.565,1374.704,2375.234,241.925,11
KEQU,KEWAUNEE SCIENTIFIC CORP,30APR2020,2019,83.929,45.226,38.703,147.54,-4.687,14
KTCC,KEY TRONIC CORP,30JUN2019,2019,238.31,123.851,114.459,464.044,-7.982,14
KBAL,KIMBALL INTERNATIONAL  -CL B,30JUN2019,2019,364.666,148.176,216.49,768.07,39.344,14
KMB,KIMBERLY-CLARK CORP,31DEC2019,2019,15283.0,15060.0,194.0,18450.0,2157.0,11
KEX,KIRBY CORP,31DEC2019,2019,6079.097,2707.505,3371.592,2838.399,142.347,11
KOSS,KOSS CORP,30JUN2019,2019,23.235,8.163,15.072,21.842,0.434,14
KR,KROGER CO,31JAN2020,2019,45256.0,36683.0,8573.0,122286.0,1659.0,11
KLIC,KULICKE & SOFFA INDUSTRIES,30SEP2019,2019,1079.616,310.553,769.063,540.052,11.653,14
LYTS,LSI INDUSTRIES INC,30JUN2019,2019,201.1,81.163,119.937,328.852,-16.339,14
LXU,LSB INDUSTRIES INC,31DEC2019,2019,1088.489,606.269,482.22,365.07,-63.417,11
LZB,LA-Z-BOY INC,30APR2020,2019,1434.889,718.583,716.306,1703.982,77.469,11
SR,SPIRE INC,30SEP2019,2019,7619.2,5072.8,2543.0,1952.4,184.6,11
LRCX,LAM RESEARCH CORP,30JUN2019,2019,12001.333,7278.029,4723.304,9653.559,2191.43,14
LANC,LANCASTER COLONY CORP,30JUN2019,2019,905.399,178.526,726.873,1307.787,150.549,14
LAWS,LAWSON PRODUCTS,31DEC2019,2019,204.429,96.428,108.001,370.785,7.221,14
LEE,LEE ENTERPRISES INC,30SEP2019,2019,555.202,592.033,-36.831,509.854,14.268,11
LEG,LEGGETT & PLATT INC,31DEC2019,2019,4816.4,3503.9,1312.5,4752.5,333.8,11
LM,LEGG MASON INC,31MAR2020,2019,8006.12,3470.025,3821.681,2922.125,251.367,11
LEN,LENNAR CORP,30NOV2019,2019,29359.511,13325.681,16033.83,22259.561,1849.052,11
JEF,JEFFERIES FINANCIAL GRP INC,30NOV2019,2019,49460.234,39706.945,9726.684,5081.497,964.696,11
LLY,LILLY (ELI) & CO,31DEC2019,2019,39286.1,36587.0,2699.1,22319.5,8318.4,11
LB,L BRANDS INC,31JAN2020,2019,10125.0,11620.0,-1495.0,12914.0,-366.0,11
LECO,LINCOLN ELECTRIC HLDGS INC,31DEC2019,2019,2371.213,1552.136,819.077,3003.272,293.109,14
LNC,LINCOLN NATIONAL CORP,31DEC2019,2019,334761.0,315072.0,19689.0,17236.0,886.0,11
LMT,LOCKHEED MARTIN CORP,31DEC2019,2019,47528.0,44357.0,3171.0,59812.0,6230.0,11
L,LOEWS CORP,31DEC2019,2019,82243.0,60313.0,21930.0,14701.0,932.0,11
RRC,RANGE RESOURCES CORP,31DEC2019,2019,6612.403,4264.915,2347.488,2826.478,-1716.297,11
LPX,LOUISIANA-PACIFIC CORP,31DEC2019,2019,1835.0,834.0,991.0,2310.0,-5.0,11
LOW,LOWE'S COS INC,31JAN2020,2019,39471.0,37499.0,1972.0,72148.0,4281.0,11
LUB,LUBYS INC,31AUG2019,2019,186.0,84.97,101.03,323.47,-15.226,11
LDL,LYDALL INC,31DEC2019,2019,785.937,467.517,318.42,837.398,-70.513,11
LGL,LGL GROUP INC,31DEC2019,2019,39.217,4.324,34.893,31.897,7.016,12
MDC,MDC HOLDINGS INC,31DEC2019,2019,3338.356,1555.871,1782.485,3293.253,238.312,11
MDU,MDU RESOURCES GROUP INC,31DEC2019,2019,7683.059,4835.813,2847.246,5336.776,335.453,11
MTSC,MTS SYSTEMS CORP,30SEP2019,2019,1297.977,813.918,484.059,892.518,43.067,14
MGEE,MGE ENERGY INC,31DEC2019,2019,2081.664,1225.988,855.676,568.855,86.874,14
MGA,MAGNA INTERNATIONAL INC,31DEC2019,2019,25790.0,14659.0,11131.0,39431.0,1765.0,11
MTW,MANITOWOC CO,31DEC2019,2019,1617.7,971.8,645.9,1834.1,46.6,11
MRO,MARATHON OIL CORP,31DEC2019,2019,20245.0,8092.0,12153.0,4991.0,480.0,11
MCS,MARCUS CORP,31DEC2019,2019,1359.186,737.728,621.458,820.863,42.017,11
MARPS,MARINE PETROLEUM TRUST,30JUN2019,2019,0.969,0.0,0.969,0.839,0.634,14
HST,HOST HOTELS & RESORTS INC,31DEC2019,2019,12305.0,4838.0,7325.0,5515.0,920.0,11
MMC,MARSH & MCLENNAN COS,31DEC2019,2019,31357.0,23414.0,7943.0,16653.0,1742.0,11
MAS,MASCO CORP,31DEC2019,2019,5027.0,5083.0,-56.0,6707.0,933.0,11
MAT,MATTEL INC,31DEC2019,2019,5325.226,4833.512,491.714,4510.371,-213.512,14
MLP,MAUI LAND & PINEAPPLE CO,31DEC2019,2019,39.119,16.427,22.692,10.045,-10.366,11
MAYS,MAYS (J.W.) INC,31JUL2019,2019,68.789,14.181,54.608,20.478,1.515,14
MKC,MCCORMICK & CO INC,30NOV2019,2019,10362.1,6905.4,3456.7,5347.4,704.6,11
MCD,MCDONALD'S CORP,31DEC2019,2019,47510.8,55721.1,-8210.3,21076.5,6025.4,11
MGRC,MCGRATH RENTCORP,31DEC2019,2019,1309.875,675.839,634.036,570.23,96.806,14
SPGI,S&P GLOBAL INC,31DEC2019,2019,11348.0,8544.0,536.0,6699.0,2123.0,11
MCK,MCKESSON CORP,31MAR2020,2019,61247.0,54536.0,5309.0,231051.0,900.0,11
GENC,GENCOR INDUSTRIES INC,30SEP2019,2019,165.372,9.857,155.515,81.329,10.196,14
MDT,MEDTRONIC PLC,30APR2020,2019,90689.0,39817.0,50872.0,28913.0,4789.0,11
CVS,CVS HEALTH CORP,31DEC2019,2019,222449.0,158279.0,64170.0,256776.0,6634.0,11
MRK,MERCK & CO,31DEC2019,2019,84397.0,58396.0,26001.0,46840.0,9843.0,11
MDP,MEREDITH CORP,30JUN2019,2019,6136.9,4622.1,1514.8,3188.5,46.3,11
MLAB,MESA LABORATORIES INC,31MAR2020,2019,420.206,200.193,220.013,117.687,1.349,14
MTR,MESA ROYALTY TRUST,31DEC2019,2019,2.84,0.255,2.585,1.808,1.635,11
MSB,MESABI TRUST,31JAN2020,2019,23.647,11.816,11.831,31.708,30.056,11
MEI,METHODE ELECTRONICS INC,30APR2020,2019,1370.6,587.2,783.4,1023.9,123.4,11
EVI,EVI INDUSTRIES INC,30JUN2019,2019,154.485,77.223,77.262,228.318,3.743,12
MXC,MEXCO ENERGY CORP,31MAR2020,2019,10.071,1.707,8.364,2.739,-0.099,12
SIEB,SIEBERT FINANCIAL CORP,31DEC2019,2019,28.473,7.692,20.781,28.593,3.607,14
MIK,MICHAELS COS INC,31JAN2020,2019,3838.095,5284.559,-1446.464,5072.037,272.595,14
MU,MICRON TECHNOLOGY INC,31AUG2019,2019,48887.0,12019.0,36770.0,23406.0,6313.0,14
ETR,ENTERGY CORP,31DEC2019,2019,51723.912,41245.827,10478.085,10878.673,1258.244,11
MSEX,MIDDLESEX WATER CO,31DEC2019,2019,909.878,584.002,325.876,134.598,33.888,14
MLHR,MILLER (HERMAN) INC,31MAY2020,2019,2053.9,1360.5,643.0,2486.6,-9.1,14
MSA,MSA SAFETY INC,31DEC2019,2019,1739.693,1007.12,732.573,1401.981,136.44,11
MMM,3M CO,31DEC2019,2019,44659.0,34533.0,10126.0,32136.0,4570.0,11
ALE,ALLETE INC,31DEC2019,2019,5482.8,3147.2,2335.6,1240.5,185.6,11
MOD,MODINE MANUFACTURING CO,31MAR2020,2019,1536.1,1042.5,493.6,1975.5,-2.2,11
MNR,MONMOUTH RE INVESTMENT CP,30SEP2019,2019,1871.948,860.905,1011.043,173.69,29.8,11
QDEL,QUIDEL CORP,31DEC2019,2019,910.867,351.047,559.82,534.89,72.921,14
MOG.A,MOOG INC  -CL A,30SEP2019,2019,3114.237,1791.756,1322.481,2904.663,179.748,11
MSI,MOTOROLA SOLUTIONS INC,31DEC2019,2019,10642.0,11325.0,-683.0,7887.0,868.0,11
MUR,MURPHY OIL CORP,31DEC2019,2019,11718.504,5913.893,5804.611,2816.255,1149.732,11
INTG,INTERGROUP CORP,30JUN2019,2019,130.879,199.308,-68.429,74.753,1.457,14
MYE,MYERS INDUSTRIES INC,31DEC2019,2019,353.139,186.457,166.682,515.698,24.333,11
MYL,MYLAN NV,31DEC2019,2019,31255.5,19371.7,11883.8,11500.5,16.8,14
BAC,BANK OF AMERICA CORP,31DEC2019,2019,2434079.0,2169269.0,264810.0,113589.0,27430.0,11
NCR,NCR CORP,31DEC2019,2019,8987.0,7485.0,1502.0,6915.0,564.0,11
NL,NL INDUSTRIES,31DEC2019,2019,557.492,230.279,327.213,124.243,25.844,11
BMRA,BIOMERICA INC,31MAY2020,2019,17.26,3.047,14.213,6.693,-2.339,14
NSSC,NAPCO SECURITY TECH INC,30JUN2019,2019,85.908,14.736,71.172,102.932,12.223,14
NATH,NATHAN'S FAMOUS INC,31MAR2020,2019,105.282,171.683,-66.401,103.325,13.435,14
NFG,NATIONAL FUEL GAS CO,30SEP2019,2019,6462.157,4323.132,2139.025,1693.332,304.29,11
NHC,NATIONAL HEALTHCARE CORP,31DEC2019,2019,1286.648,507.579,779.069,996.383,68.211,12
THC,TENET HEALTHCARE CORP,31DEC2019,2019,23351.0,21362.0,483.0,18479.0,-232.0,11
GPX,GP STRATEGIES CORP,31DEC2019,2019,448.902,238.988,209.914,583.29,15.189,11
NPK,NATIONAL PRESTO INDS INC,31DEC2019,2019,410.253,42.296,367.957,308.51,42.22,11
NATR,NATURES SUNSHINE PRODS INC,31DEC2019,2019,213.068,83.632,129.436,362.215,6.765,14
NJR,NEW JERSEY RESOURCES CORP,30SEP2019,2019,4372.985,2821.268,1551.717,2592.045,169.505,11
NYT,NEW YORK TIMES CO  -CL A,31DEC2019,2019,2089.138,915.275,1173.863,1812.184,139.966,11
NWL,NEWELL BRANDS INC,31DEC2019,2019,15642.0,10646.0,4996.0,9714.9,106.6,14
NEM,NEWMONT CORP,31DEC2019,2019,39974.0,17557.0,22370.0,9740.0,2805.0,11
NR,NEWPARK RESOURCES,31DEC2019,2019,900.079,351.434,548.645,820.119,-12.946,11
NKE,NIKE INC  -CL B,31MAY2020,2019,31342.0,23287.0,8055.0,37403.0,2539.0,11
NBL,NOBLE ENERGY INC,31DEC2019,2019,20647.0,11486.0,9055.0,3904.0,-1512.0,14
NDSN,NORDSON CORP,31OCT2019,2019,3516.447,1935.402,1581.045,2194.226,337.091,14
JWN,NORDSTROM INC,31JAN2020,2019,9737.0,8758.0,979.0,15524.0,496.0,11
NSC,NORFOLK SOUTHERN CORP,31DEC2019,2019,37923.0,22739.0,15184.0,11296.0,2722.0,11
NC,NACCO INDUSTRIES  -CL A,31DEC2019,2019,444.773,155.381,289.392,140.99,39.632,11
MOV,MOVADO GROUP INC,31JAN2020,2019,847.308,316.899,527.244,700.966,42.699,11
NRT,NORTH EUROPEAN OIL RTY TR,31OCT2019,2019,1.591,1.471,0.12,8.345,7.578,11
ES,EVERSOURCE ENERGY,31DEC2019,2019,41123.915,28338.351,12785.564,8526.47,909.053,11
NI,NISOURCE INC,31DEC2019,2019,22659.8,16673.1,5986.7,5208.9,383.1,11
XEL,XCEL ENERGY INC,31DEC2019,2019,50448.0,37209.0,13239.0,11529.0,1372.0,14
NTRS,NORTHERN TRUST CORP,31DEC2019,2019,136828.4,125737.4,11091.0,6895.1,1492.2,14
NOC,NORTHROP GRUMMAN CORP,31DEC2019,2019,41089.0,32270.0,8819.0,33841.0,2248.0,11
TEX,TEREX CORP,31DEC2019,2019,3195.6,2263.3,932.3,4353.1,54.4,11
NWN,NORTHWEST NATURAL HLDNG CO,31DEC2019,2019,3428.454,2562.455,865.999,746.372,61.735,11
NWE,NORTHWESTERN CORP,31DEC2019,2019,5910.702,3871.608,2039.094,1257.91,202.12,11
WFC,WELLS FARGO & CO,31DEC2019,2019,1927555.0,1739571.0,187984.0,102453.0,19549.0,11
NVO,NOVO NORDISK A/S,31DEC2019,2019,18864.091,10214.921,8649.17,18324.804,5849.562,11
NUE,NUCOR CORP,31DEC2019,2019,18344.666,7553.49,10791.176,22588.858,1271.143,11
NEWT,NEWTEK BUSINESS SERVICES CP,31DEC2019,2019,797.411,475.185,322.226,59.295,41.135,14
OXY,OCCIDENTAL PETROLEUM CORP,31DEC2019,2019,109330.0,75098.0,34232.0,20393.0,-667.0,11
OBCI,OCEAN BIO-CHEM INC,31DEC2019,2019,38.286,7.552,30.734,42.259,3.499,14
OII,OCEANEERING INTERNATIONAL,31DEC2019,2019,2740.663,1665.254,1075.409,2048.124,-348.444,11
ITI,ITERIS INC,31MAR2020,2019,101.957,38.83,63.127,114.117,-5.61,14
VTOL,BRISTOW GROUP INC,31MAR2020,2019,1945.261,1369.26,576.001,1242.986,-697.186,11
FE,FIRSTENERGY CORP,31DEC2019,2019,42301.0,35326.0,6975.0,11035.0,912.0,11
ODC,OIL DRI CORP AMERICA,31JUL2019,2019,205.227,69.681,135.546,277.025,12.611,11
OGE,OGE ENERGY CORP,31DEC2019,2019,11024.3,6884.8,4139.5,2231.6,433.6,11
OLN,OLIN CORP,31DEC2019,2019,9187.8,6770.3,2417.5,6110.0,-11.3,11
OLP,ONE LIBERTY PROPERTIES INC,31DEC2019,2019,774.629,482.645,291.984,84.76,18.011,11
OKE,ONEOK INC,31DEC2019,2019,21812.121,15586.17,6225.951,10164.367,1278.577,11
OTTR,OTTER TAIL CORP,31DEC2019,2019,2273.595,1492.113,781.482,919.503,86.847,14
OSG,OVERSEAS SHIPHOLDING GROUP,31DEC2019,2019,1175.467,833.922,341.545,355.547,8.675,11
OMI,OWENS & MINOR INC,31DEC2019,2019,3643.084,3180.93,462.154,9210.939,-62.371,11
OC,OWENS CORNING,31DEC2019,2019,10006.0,5335.0,4671.0,7160.0,405.0,11
OI,O-I GLASS INC,31DEC2019,2019,9610.0,9046.0,564.0,6703.0,-400.0,11
OXM,OXFORD INDUSTRIES INC,31JAN2020,2019,1033.369,504.771,528.598,1137.647,68.493,11
PFIN,P & F INDUSTRIES  -CL A,31DEC2019,2019,61.743,15.237,46.506,58.674,4.911,14
PNC,PNC FINANCIAL SVCS GROUP INC,31DEC2019,2019,410295.0,360952.0,49343.0,21624.0,5369.0,11
PPG,PPG INDUSTRIES INC,31DEC2019,2019,17708.0,12305.0,5403.0,15154.0,1243.0,11
PCAR,PACCAR INC,31DEC2019,2019,28361.1,18655.0,9706.1,25599.7,2387.9,14
PCG,PG&E CORP,31DEC2019,2019,85196.0,79808.0,5388.0,17129.0,-7642.0,11
SRE,SEMPRA ENERGY,31DEC2019,2019,65665.0,43860.0,21805.0,10829.0,2198.0,11
PAR,PAR TECHNOLOGY CORP,31DEC2019,2019,189.612,116.765,72.847,187.232,-15.571,11
PKE,PARK AEROSPACE CORP,29FEB2020,2019,171.786,30.111,141.675,60.014,9.552,11
PKOH,PARK OHIO HOLDINGS CORP,31DEC2019,2019,1310.4,960.8,349.6,1618.3,38.6,14
PH,PARKER-HANNIFIN CORP,30JUN2019,2019,17576.69,11608.538,5968.152,14320.324,1512.364,11
PATK,PATRICK INDUSTRIES INC,31DEC2019,2019,1470.993,973.512,497.481,2337.082,89.566,14
GDP,GOODRICH PETROLEUM CORP,31DEC2019,2019,239.318,155.153,84.165,118.35,13.288,12
PAYX,PAYCHEX INC,31MAY2020,2019,8550.7,5769.3,2781.4,4040.5,1098.1,14
AFG,AMERICAN FINANCIAL GROUP INC,31DEC2019,2019,70130.0,63861.0,6269.0,8083.0,897.0,11
PVAC,PENN VIRGINIA CORP,31DEC2019,2019,1218.238,697.493,520.745,471.211,70.589,14
PPL,PPL CORP,31DEC2019,2019,45680.0,32689.0,12991.0,7769.0,1746.0,11
PEI,PENNSYLVANIA RE INVS TRUST,31DEC2019,2019,2351.267,1923.842,427.425,345.081,-10.872,11
PNR,PENTAIR PLC,31DEC2019,2019,4139.5,2185.6,1953.9,2957.2,355.7,11
PEP,PEPSICO INC,31DEC2019,2019,78547.0,63679.0,14868.0,67161.0,7314.0,14
TPC,TUTOR PERINI CORP,31DEC2019,2019,4485.777,3055.252,1430.525,4450.832,-387.69,11
PBT,PERMIAN BASIN ROYALTY TRUST,31DEC2019,2019,3.287,2.862,0.425,20.487,19.421,11
PDCE,PDC ENERGY INC,31DEC2019,2019,4448.68,2113.173,2335.507,1156.123,-56.672,14
PFE,PFIZER INC,31DEC2019,2019,167489.0,104042.0,63447.0,51750.0,16273.0,11
EXC,EXELON CORP,31DEC2019,2019,124977.0,90404.0,34573.0,34438.0,2936.0,14
WTRG,ESSENTIAL UTILITIES INC,31DEC2019,2019,9361.985,5481.125,3880.86,889.692,224.543,11
MO,ALTRIA GROUP INC,31DEC2019,2019,49271.0,42914.0,6319.0,19796.0,-1293.0,11
PHI,PLDT INC,31DEC2019,2019,10351.348,8058.593,2292.755,3335.661,444.02,11
PHG,KONINKLIJKE PHILIPS NV,31DEC2019,2019,30316.887,16149.331,14167.556,21862.363,1309.588,11
COP,CONOCOPHILLIPS,31DEC2019,2019,70514.0,35464.0,35050.0,32567.0,7189.0,11
PVH,PVH CORP,31JAN2020,2019,13631.0,7821.5,5811.5,9909.0,417.3,11
