tic,conm,datadate,fyear,at,lt,teq,revt,ni,exchg,sic
ICHR,ICHOR HOLDINGS LTD,31DEC2018,2018,485.489,287.163,198.326,823.611,57.883,14.0,3559.0
TEO,TELECOM ARGENTINA,31DEC2018,2018,9873.38,3793.439,6079.941,4463.31,140.609,11.0,4812.0
FWRD,FORWARD AIR CORP,31DEC2018,2018,760.215,206.971,553.244,1320.886,92.051,14.0,4210.0
BYSI,BEYONDSPRING INC,31DEC2018,2018,7.063,16.445,-9.382,0.0,-54.869,14.0,2836.0
BPFH,BOSTON PRIVATE FINL HOLDINGS,31DEC2018,2018,8494.625,7738.145,753.954,424.759,80.384,14.0,6020.0
SCHN,SCHNITZER STEEL INDS  -CL A,31AUG2018,2018,1104.817,434.707,670.11,2364.715,156.451,14.0,5093.0
VIAV,VIAVI SOLUTIONS INC,30JUN2018,2018,2022.6,1301.9,720.7,880.4,-46.0,14.0,3576.0
KALV,KALVISTA PHARMACEUTICALS,30APR2019,2018,118.132,21.394,96.738,16.127,-20.816,14.0,2836.0
PRTH,PRIORITY TECHNLGY HLDNGS INC,31DEC2018,2018,388.618,474.091,-85.473,424.415,-15.041,14.0,7374.0
NYCB,NEW YORK CMNTY BANCORP INC,31DEC2018,2018,51899.376,45244.141,6655.235,1781.231,422.417,11.0,6036.0
BBAR,BANCO BBVA ARGENTINA SA,31DEC2018,2018,9602.586,8392.984,1209.602,1923.968,-39.567,11.0,6020.0
MBOT,MICROBOT MEDICAL INC,31DEC2018,2018,6.09,4.768,1.322,0.0,-7.24,14.0,3845.0
WVFC,WVS FINANCIAL CORP,30JUN2018,2018,352.288,318.271,34.017,10.14,2.125,14.0,6036.0
SUI,SUN COMMUNITIES INC,31DEC2018,2018,6710.026,3479.112,3199.061,1127.471,107.229,11.0,6798.0
CASA,CASA SYSTEMS INC,31DEC2018,2018,474.649,399.793,74.856,297.127,73.006,14.0,3576.0
BEST,BEST INC ADS,31DEC2018,2018,1797.991,1196.034,601.957,4065.375,-73.859,11.0,4210.0
SHOO,MADDEN STEVEN LTD,31DEC2018,2018,1072.57,257.888,814.682,1667.533,129.136,14.0,3140.0
SPG,SIMON PROPERTY GROUP INC,31DEC2018,2018,30686.223,26659.104,3796.956,6115.269,2440.058,11.0,6798.0
EMN,EASTMAN CHEMICAL CO,31DEC2018,2018,15995.0,10117.0,5878.0,10151.0,1080.0,11.0,2821.0
NDRA,ENDRA LIFE SCIENCES INC,31DEC2018,2018,7.223,0.975,6.248,0.006,-9.796,14.0,3845.0
UFPT,UFP TECHNOLOGIES INC,31DEC2018,2018,189.598,49.141,140.457,190.455,14.311,14.0,3086.0
LNG,CHENIERE ENERGY INC,31DEC2018,2018,31987.0,30058.0,1929.0,7987.0,471.0,12.0,1311.0
CFBI,COMMUNITY FST BNCSH INC,30SEP2018,2018,305.984,229.601,76.383,16.2,0.449,14.0,6035.0
PCSB,PCSB FINANCIAL CORP,30JUN2018,2018,1480.187,1192.628,287.559,50.479,6.604,14.0,6020.0
MED,MEDIFAST INC,31DEC2018,2018,169.429,60.323,109.106,501.003,55.789,11.0,2090.0
NEX,NEXTIER OILFIELD SOLUTNS INC,31DEC2018,2018,1054.579,567.398,487.181,2137.006,59.331,11.0,1389.0
TRVG,TRIVAGO N.V. -ADR,31DEC2018,2018,1254.285,277.02,977.265,1047.371,-24.603,14.0,7370.0
PIXY,SHIFTPIXY INC,31AUG2018,2018,15.802,24.542,-8.74,34.959,-16.576,14.0,7361.0
YTRA,YATRA ONLINE INC,31MAR2019,2018,181.167,146.827,34.34,135.077,-16.573,14.0,4700.0
NODK,NI HOLDINGS INC,31DEC2018,2018,458.492,182.739,275.753,212.37,31.081,14.0,6331.0
ICCH,ICC HOLDING INC,31DEC2018,2018,150.283,91.69,58.593,51.164,0.893,14.0,6331.0
HAIN,HAIN CELESTIAL GROUP INC,30JUN2018,2018,2946.674,1209.625,1737.049,2457.769,9.694,14.0,2000.0
STCN,STEEL CONNECT INC,31JUL2018,2018,827.05,684.23,142.82,645.258,36.715,14.0,7374.0
VVPR,VIVOPOWER INTERNATIONAL PLC,31MAR2019,2018,65.395,41.41,23.985,39.036,-11.223,14.0,3621.0
MAA,MID-AMERICA APT CMNTYS INC,31DEC2018,2018,11323.781,4942.178,6381.603,1575.709,222.899,11.0,6798.0
INSE,INSPIRED ENTERTAINMENT,30SEP2018,2018,207.912,220.379,-12.467,141.381,-20.596,14.0,7812.0
METC,RAMACO RESOURCES INC,31DEC2018,2018,188.244,47.135,141.109,227.574,25.074,14.0,1220.0
WTTR,SELECT ENERGY SERVICES INC,31DEC2018,2018,1360.605,249.832,1110.773,1528.93,36.512,11.0,1389.0
JNCE,JOUNCE THERAPEUTICS INC,31DEC2018,2018,214.452,110.323,104.129,65.201,-27.379,14.0,2836.0
APEN,APOLLO ENDOSURGERY INC,31DEC2018,2018,74.468,45.638,28.83,60.854,-45.787,14.0,3841.0
SGMA,SIGMATRON INTERNATIONAL INC,30APR2019,2018,161.465,103.178,58.287,290.554,-0.865,14.0,3672.0
DAKT,DAKTRONICS INC,30APR2019,2018,349.216,161.553,187.663,569.704,-0.958,14.0,3990.0
OBSV,OBSEVA SA,31DEC2018,2018,167.44,20.524,146.916,0.015,-76.716,14.0,2836.0
LYL,DRAGON VICTORY INTL LTD,31MAR2019,2018,12.314,2.997,9.317,2.757,-1.056,14.0,8742.0
DSPG,DSP GROUP INC,31DEC2018,2018,179.89,38.025,141.865,117.438,-1.957,14.0,3663.0
MLM,MARTIN MARIETTA MATERIALS,31DEC2018,2018,9551.419,4602.007,4949.412,4244.265,469.998,11.0,1400.0
MINI,MOBILE MINI INC,31DEC2018,2018,2005.064,1194.795,810.269,593.229,-8.062,14.0,7359.0
TSCO,TRACTOR SUPPLY CO,31DEC2018,2018,3085.262,1523.442,1561.82,7911.046,532.357,14.0,5200.0
ALB,ALBEMARLE CORP,31DEC2018,2018,7581.674,3822.566,3759.108,3374.95,693.562,11.0,2810.0
BZH,BEAZER HOMES USA INC,30SEP2018,2018,2128.102,1484.075,644.027,2107.133,-45.375,11.0,1531.0
KRP,KIMBELL ROYALTY PARTNERS LP,31DEC2018,2018,753.285,91.109,662.176,70.258,-50.427,11.0,1311.0
IVZ,INVESCO LTD,31DEC2018,2018,30978.4,21646.0,8936.2,5314.1,882.8,11.0,6282.0
HVBC,HV BANCORP INC,30JUN2018,2018,297.762,267.041,30.721,12.06,0.77,14.0,6036.0
WRK,WESTROCK CO,30SEP2018,2018,25360.5,13873.9,11482.4,16285.1,1906.1,11.0,2650.0
FBM,FOUNDATION BLDG MRL INC,31DEC2018,2018,1316.707,950.358,366.349,2044.312,-12.183,11.0,5031.0
BCRX,BIOCRYST PHARMACEUTICALS INC,31DEC2018,2018,146.841,97.606,49.235,20.653,-101.252,14.0,2836.0
TV,GRUPO TELEVISA SAB,31DEC2018,2018,15122.595,9803.174,5319.421,5154.116,305.811,11.0,4888.0
FMNB,FARMERS NATL BANC CORP/OH,31DEC2018,2018,2328.864,2066.544,262.32,117.265,32.569,14.0,6020.0
MAC,MACERICH CO,31DEC2018,2018,9026.808,5838.376,3188.432,1032.124,60.02,11.0,6798.0
ZEUS,OLYMPIC STEEL INC,31DEC2018,2018,760.74,453.749,306.991,1715.081,33.759,14.0,5051.0
AVB,AVALONBAY COMMUNITIES INC,31DEC2018,2018,18380.2,7744.35,10632.606,2299.779,974.525,11.0,6798.0
NNBR,NN INC,31DEC2018,2018,1501.57,1083.275,418.295,770.657,-264.467,14.0,3562.0
CPRT,COPART INC,31JUL2018,2018,2307.698,726.599,1581.099,1805.695,417.867,14.0,5010.0
SCSC,SCANSOURCE INC,30JUN2018,2018,1945.295,1078.919,866.376,3846.26,33.153,14.0,5045.0
LPTX,LEAP THERAPEUTICS INC,31DEC2018,2018,19.074,9.899,9.175,0.0,-23.138,14.0,2836.0
MPAA,MOTORCAR PARTS OF AMER INC,31MAR2019,2018,632.362,352.607,279.755,465.811,-7.849,14.0,3690.0
LARK,LANDMARK BANCORP INC/KS,31DEC2018,2018,985.784,893.883,91.901,47.224,10.426,14.0,6020.0
BHC,BAUSCH HEALTH COMPANIES INC,31DEC2018,2018,32492.0,29677.0,2815.0,8380.0,-4148.0,11.0,2834.0
LMNR,LIMONEIRA CO,31OCT2018,2018,421.339,191.389,229.95,129.392,20.188,14.0,100.0
PLD,PROLOGIS INC,31DEC2018,2018,38417.664,12616.776,25800.888,3117.372,1649.361,11.0,6798.0
FMBH,FIRST MID BANCSHARES INC,31DEC2018,2018,3839.734,3363.87,475.864,159.979,36.6,14.0,6020.0
INVH,INVITATION HOMES INC,31DEC2018,2018,18063.428,9694.242,8369.186,1722.962,-4.927,11.0,6798.0
TIGO,MILLICOM INTL CELLULAR SA,31DEC2018,2018,10316.0,7526.0,2790.0,4074.0,-10.0,14.0,4812.0
SILC,SILICOM LTD,31DEC2018,2018,182.301,24.152,158.149,133.753,14.637,14.0,3576.0
EXP,EAGLE MATERIALS INC,31MAR2019,2018,2169.163,959.676,1209.487,1393.241,68.86,11.0,3270.0
SMBC,SOUTHERN MISSOURI BANCP INC,30JUN2018,2018,1886.115,1685.421,200.694,91.045,20.929,14.0,6036.0
AEO,AMERN EAGLE OUTFITTERS INC,31JAN2019,2018,1903.378,615.823,1287.555,4035.72,261.902,11.0,5600.0
ADC,AGREE REALTY CORP,31DEC2018,2018,2028.189,789.703,1238.486,148.195,58.172,11.0,6798.0
HLNE,HAMILTON LANE INC,31MAR2019,2018,360.591,190.869,169.722,252.179,33.573,14.0,6282.0
SNAP,SNAP INC,31DEC2018,2018,2714.106,403.107,2310.999,1180.446,-1255.911,11.0,7370.0
IR,INGERSOLL RAND INC,31DEC2018,2018,4487.1,2811.1,1676.0,2689.8,269.4,11.0,3560.0
NKTR,NEKTAR THERAPEUTICS,31DEC2018,2018,2150.172,432.597,1717.575,1193.323,681.313,14.0,2834.0
PUMP,PROPETRO HOLDING CORP,31DEC2018,2018,1274.522,477.167,797.355,1704.562,173.862,11.0,1389.0
FLEX,FLEX LTD,31MAR2019,2018,13499.367,10527.007,2972.36,26210.511,93.399,14.0,3672.0
BSAC,BANCO SANTANDER-CHILE,31DEC2018,2018,56392.689,51715.754,4676.935,3845.507,857.917,11.0,6020.0
SYPR,SYPRIS SOLUTIONS INC,31DEC2018,2018,61.568,46.734,14.834,87.969,-3.505,14.0,3714.0
ABCB,AMERIS BANCORP,31DEC2018,2018,11443.515,9987.168,1456.347,531.738,121.027,14.0,6020.0
SACH,SACHEM CAPITAL CORP,31DEC2018,2018,86.014,33.211,52.803,11.713,7.772,12.0,6798.0
TELL,TELLURIAN INC,31DEC2018,2018,408.548,110.614,297.934,10.286,-125.745,14.0,1311.0
PENN,PENN NATIONAL GAMING INC,31DEC2018,2018,10961.012,10229.791,731.221,3587.918,93.519,14.0,7990.0
SSD,SIMPSON MANUFACTURING INC,31DEC2018,2018,1021.663,166.149,855.514,1078.809,126.633,11.0,3420.0
IFMK,IFRESH INC,31MAR2019,2018,47.101,48.133,-1.032,125.431,-12.003,14.0,5411.0
REKR,REKOR SYSTEMS INC,31DEC2018,2018,18.055,9.547,8.508,48.562,-5.703,14.0,8742.0
LJPC,LA JOLLA PHARMACEUTICAL CO,31DEC2018,2018,204.292,168.371,35.921,10.056,-199.469,14.0,2836.0
LBRT,LIBERTY OILFIELD SVS,31DEC2018,2018,1116.501,375.687,740.814,2155.136,135.054,11.0,1389.0
ESS,ESSEX PROPERTY TRUST,31DEC2018,2018,12383.596,5954.277,6393.844,1512.195,390.153,11.0,6798.0
HIW,HIGHWOODS PROPERTIES INC,31DEC2018,2018,4675.009,2304.753,2264.296,724.213,171.835,11.0,6798.0
MGEN,MIRAGEN THERAPEUTICS INC,31DEC2018,2018,66.147,14.803,51.344,8.386,-32.703,14.0,2836.0
IMAX,IMAX CORP,31DEC2018,2018,873.6,274.243,592.918,374.401,22.844,11.0,3861.0
FR,FIRST INDL REALTY TRUST INC,31DEC2018,2018,3142.691,1462.78,1679.911,403.678,163.239,11.0,6798.0
HCC,WARRIOR MET COAL INC,31DEC2018,2018,1395.04,682.428,712.612,1378.007,696.787,11.0,1220.0
HMNF,HMN FINANCIAL INC,31DEC2018,2018,712.315,629.168,83.147,38.095,8.236,14.0,6035.0
JILL,J JILL INC,31JAN2019,2018,626.988,413.193,213.795,706.262,30.525,11.0,5621.0
AKO.B,EMBOTELLADORA ANDINA SA,31DEC2018,2018,3191.256,1946.583,1244.673,2410.789,139.212,11.0,2086.0
FDP,FRESH DEL MONTE PRODUCE INC,31DEC2018,2018,3255.2,1485.6,1717.8,4493.9,-21.9,11.0,100.0
BBD,BRADESCO BANCO,31DEC2018,2018,332520.025,301061.423,31458.602,58330.602,4929.828,11.0,6020.0
GBX,GREENBRIER COS INC (THE),31AUG2018,2018,2465.464,1051.481,1384.215,2519.464,151.781,11.0,3743.0
XPL,SOLITARIO ZINC CORP,31DEC2018,2018,27.903,0.813,27.09,0.502,-3.598,12.0,1000.0
MATW,MATTHEWS INTL CORP  -CL A,30SEP2018,2018,2375.485,1506.771,868.714,1602.58,107.371,14.0,2790.0
AIV,APARTMENT INVST & MGMT CO,31DEC2018,2018,6190.004,4325.072,1763.641,983.324,666.227,11.0,6798.0
KB,KB FINANCIAL GROUP,31DEC2018,2018,430794.985,398715.401,32079.584,26148.289,2749.745,11.0,6020.0
GEO,GEO GROUP INC,31DEC2018,2018,4247.463,3207.559,1039.904,2331.386,145.089,11.0,6798.0
SOI,SOLARIS OILFIELD IF INC,31DEC2018,2018,458.607,117.729,340.878,197.196,42.431,11.0,7359.0
TARO,TARO PHARMACEUTICL INDS LTD,31MAR2019,2018,2135.326,224.204,1911.122,669.893,281.777,11.0,2834.0
MLR,MILLER INDUSTRIES INC/TN,31DEC2018,2018,368.184,140.621,227.563,711.706,33.746,11.0,3713.0
ARD,ARDAGH GROUP SA,31DEC2018,2018,10314.0,11823.0,-1509.0,9097.0,-94.0,11.0,3411.0
ADTN,ADTRAN INC,31DEC2018,2018,628.027,181.748,446.279,529.277,-19.342,14.0,3661.0
ITUB,ITAU UNIBANCO HLDG SA,31DEC2018,2018,401102.512,362235.686,38866.826,45348.59,6433.719,11.0,6020.0
AMED,AMEDISYS INC,31DEC2018,2018,717.118,234.485,482.633,1664.265,119.346,14.0,8082.0
EFOI,ENERGY FOCUS INC,31DEC2018,2018,18.492,7.44,11.052,18.107,-9.111,14.0,3640.0
YEXT,YEXT INC,31JAN2019,2018,267.128,182.579,84.549,228.283,-74.837,11.0,7370.0
CLI,MACK-CALI REALTY CORP,31DEC2018,2018,5060.644,3033.004,1697.181,533.868,72.686,11.0,6798.0
PNBK,PATRIOT NATIONAL BANCORP INC,31DEC2018,2018,951.696,882.356,69.34,42.002,3.196,14.0,6020.0
DAR,DARLING INGREDIENTS INC,31DEC2018,2018,4889.354,2553.533,2335.821,3387.726,101.496,11.0,2070.0
AYX,ALTERYX INC,31DEC2018,2018,618.167,316.349,301.818,253.57,28.02,11.0,7370.0
SIRI,SIRIUS XM HOLDINGS INC,31DEC2018,2018,8172.736,9989.657,-1816.921,5770.692,1175.893,14.0,4832.0
WVVI,WILLAMETTE VALLEY VINEYARDS,31DEC2018,2018,61.483,13.923,47.56,23.08,2.859,14.0,2084.0
RS,RELIANCE STEEL & ALUMINUM CO,31DEC2018,2018,8044.9,3365.4,4679.5,11534.5,633.7,11.0,5051.0
TESS,TESSCO TECHNOLOGIES INC,31MAR2019,2018,206.496,97.709,108.787,606.814,5.546,14.0,5065.0
OKTA,OKTA INC,31JAN2019,2018,864.335,611.958,252.377,399.254,-125.497,14.0,7370.0
HNP,HUANENG POWER INTERNATIONAL,31DEC2018,2018,61051.674,44168.21,16883.464,24391.635,106.783,11.0,4911.0
CETV,CENTRAL EUROPEAN MEDIA,31DEC2018,2018,1488.361,989.67,498.691,703.906,138.055,14.0,4833.0
O,REALTY INCOME CORP,31DEC2018,2018,15260.483,7139.505,8120.978,1327.838,363.614,11.0,6798.0
TGS,TRANSPORTADORA DE GAS SUR,31DEC2018,2018,1645.21,823.301,821.909,904.706,303.205,11.0,4922.0
SSYS,STRATASYS LTD,31DEC2018,2018,1388.254,245.287,1142.115,663.237,-10.964,14.0,3577.0
CARV,CARVER BANCORP INC,31MAR2019,2018,563.713,516.577,47.136,28.088,-5.936,14.0,6035.0
KNX,KNIGHT-SWIFT TRPTN HLDGS INC,31DEC2018,2018,7911.885,2449.166,5462.719,5344.066,419.264,11.0,4213.0
AZPN,ASPEN TECHNOLOGY INC,30JUN2018,2018,264.924,549.039,-284.115,499.514,148.688,14.0,7372.0
KEP,KEPCO-KOREA ELEC POWER CORP,31DEC2018,2018,166401.822,102542.038,63859.784,53925.298,-1180.823,11.0,4911.0
CVLG,COVENANT LOGISTICS GROUP INC,31DEC2018,2018,773.524,430.382,343.142,885.455,42.503,14.0,4213.0
HDSN,HUDSON TECHNOLOGIES INC,31DEC2018,2018,228.341,159.128,69.213,166.525,-55.659,14.0,4955.0
FTI,TECHNIPFMC PLC,31DEC2018,2018,24784.5,14315.1,10430.9,12552.9,-1921.6,11.0,1389.0
NWBI,NORTHWEST BANCSHARES INC,31DEC2018,2018,9607.773,8350.135,1257.638,467.483,105.491,14.0,6035.0
CADE,CADENCE BANCORPORATION,31DEC2018,2018,12730.285,11292.011,1438.274,602.433,166.261,11.0,6020.0
COF,CAPITAL ONE FINANCIAL CORP,31DEC2018,2018,372538.0,320870.0,51668.0,31831.0,6015.0,11.0,6141.0
EEX,EMERALD HOLDING INC,31DEC2018,2018,1580.0,871.7,708.3,380.7,-25.1,11.0,7389.0
CVNA,CARVANA CO,31DEC2018,2018,991.013,763.585,227.428,1955.467,-61.754,11.0,5961.0
CLDR,CLOUDERA INC,31JAN2019,2018,2196.643,634.574,1562.069,479.941,-192.649,11.0,7370.0
NCSM,NCS MULTISTAGE HLDG INC,31DEC2018,2018,229.701,53.47,176.231,226.963,-190.317,14.0,3533.0
ZYME,ZYMEWORKS INC,31DEC2018,2018,244.363,63.873,180.49,53.019,-36.556,11.0,2836.0
SOS,SOS LTD -ADR,31DEC2018,2018,96.136,95.219,0.917,75.247,-66.529,11.0,6141.0
URGN,UROGEN PHARMA LTD,31DEC2018,2018,103.559,13.465,90.094,1.128,-75.657,14.0,2836.0
VERI,VERITONE INC,31DEC2018,2018,117.754,57.471,60.283,27.047,-61.104,14.0,7370.0
BHVN,BIOHAVEN PHRMCUTCL HLD,31DEC2018,2018,290.012,139.092,150.92,0.0,-240.922,11.0,2834.0
CDOR,CONDOR HOSPITALITY TR INC,31DEC2018,2018,253.448,145.596,107.852,64.839,5.365,12.0,6798.0
CPHC,CANTERBURY PARK HOLDING CORP,31DEC2018,2018,61.426,14.692,46.734,59.142,5.718,14.0,7990.0
FPH,FIVE POINT HOLDINGS LLC,31DEC2018,2018,2923.892,1075.375,1848.517,48.99,-34.714,11.0,6552.0
AM,ANTERO MIDSTREAM CORP,31DEC2018,2018,47.705,16.844,30.861,0.0,66.608,11.0,4922.0
OVID,OVID THRPUTCS INC,31DEC2018,2018,47.65,8.844,38.806,0.0,-51.98,14.0,2836.0
STM,STMICROELECTRONICS NV,31DEC2018,2018,10867.0,4443.0,6424.0,9664.0,1287.0,11.0,3674.0
USAP,UNVL STAINLESS & ALLOY PRODS,31DEC2018,2018,353.32,116.309,237.011,255.927,10.662,14.0,3312.0
SVRA,SAVARA INC,31DEC2018,2018,152.287,44.068,108.219,0.0,-61.516,14.0,2834.0
FMX,FOMENTO ECONOMICO MEXICANO,31DEC2018,2018,29331.222,12255.96,17075.262,23904.614,1220.818,11.0,2086.0
MIND,MIND TECHNOLOGY INC,31JAN2019,2018,65.301,8.623,56.678,42.942,-19.84,14.0,3829.0
APPN,APPIAN CORP,31DEC2018,2018,233.18,159.988,73.192,226.743,-49.451,14.0,7370.0
ALT,ALTIMMUNE INC,31DEC2018,2018,54.751,6.438,48.313,10.331,-39.171,14.0,2836.0
KREF,KKR REAL ESTATE FIN TR INC,31DEC2018,2018,5231.845,4096.657,1135.188,203.668,89.744,11.0,6798.0
MGY,MAGNOLIA OIL & GAS CORP,31DEC2018,2018,3433.523,725.568,2707.955,882.404,257.648,11.0,1311.0
TSEM,TOWER SEMICONDUCTOR LTD,31DEC2018,2018,1789.977,553.772,1236.205,1304.034,135.579,14.0,3674.0
GNTY,GUARANTY BANCSHARES INC,31DEC2018,2018,2266.97,2022.387,244.583,103.761,20.596,14.0,6020.0
GTHX,G1 THERAPEUTICS INC,31DEC2018,2018,371.27,12.45,358.82,0.0,-85.288,14.0,2836.0
FOCS,FOCUS FINANCL PRTNR LLC,31DEC2018,2018,1937.778,1125.258,812.52,910.88,-0.59,14.0,6282.0
NVUS,NOVUS THERAPEUTICS INC,31DEC2018,2018,17.026,2.534,14.492,0.0,-14.065,14.0,2834.0
BEDU,BRIGHT SCHOLAR EDU-ADR,31AUG2018,2018,683.137,242.262,440.875,253.39,36.154,11.0,8200.0
NESR,NATIONAL ENERGY SERVICES REU,31DEC2018,2018,1343.309,512.318,830.991,485.617,42.76,14.0,1389.0
MOTS,MOTUS GI HOLDINGS INC,31DEC2018,2018,22.954,4.437,18.517,0.036,-22.257,14.0,3845.0
HAFC,HANMI FINANCIAL CORP,31DEC2018,2018,5502.219,4949.651,552.568,258.917,57.868,14.0,6020.0
SMHI,SEACOR MARINE HLDGS INC,31DEC2018,2018,1102.935,548.0,554.935,253.609,-77.608,11.0,4412.0
AGS,PLAYAGS INC,31DEC2018,2018,731.342,595.538,135.804,285.299,-20.846,11.0,3990.0
AGMH,AGM GROUP HLD INC,31DEC2018,2018,8.85,3.131,5.719,5.113,-8.413,14.0,6200.0
ATNX,ATHENEX INC,31DEC2018,2018,231.095,102.326,128.769,89.1,-117.44,14.0,2836.0
PRPH,PROPHASE LABS INC,31DEC2018,2018,20.737,4.233,16.504,13.126,-1.74,14.0,2834.0
CYD,CHINA YUCHAI INTERNATIONAL,31DEC2018,2018,3148.951,1528.157,1620.794,2364.588,101.088,11.0,3510.0
OMP,OASIS MIDSTREAM PARTNR,31DEC2018,2018,964.252,412.807,551.445,271.623,50.055,14.0,4610.0
NSIT,INSIGHT ENTERPRISES INC,31DEC2018,2018,2775.947,1788.958,986.989,7080.136,163.677,14.0,5045.0
SSTI,SHOTSPOTTER INC,31DEC2018,2018,47.119,29.972,17.147,34.753,-2.725,14.0,7370.0
RCII,RENT-A-CENTER INC,31DEC2018,2018,1396.917,1110.4,286.517,2660.465,8.492,14.0,7350.0
WOW,WIDEOPENWEST INC,31DEC2018,2018,2419.6,2709.9,-290.3,1153.8,-90.6,11.0,4813.0
BRKS,BROOKS AUTOMATION INC,30SEP2018,2018,1095.257,377.425,717.832,631.56,116.575,14.0,3559.0
SGH,SMART GLOBAL HOLDINGS INC,31AUG2018,2018,672.762,485.634,187.128,1288.821,119.463,14.0,3674.0
NINE,NINE ENERGY SERVICE INC,31DEC2018,2018,1141.172,546.349,594.823,827.174,-52.983,11.0,1389.0
KBLM,KBL MERGER CORP IV,31DEC2018,2018,118.437,4.572,113.865,0.0,1.041,14.0,9995.0
AUY,YAMANA GOLD INC,31DEC2018,2018,8012.9,3988.9,4024.0,1798.4,-284.6,11.0,1040.0
SNEX,STONEX GROUP INC,30SEP2018,2018,7824.7,7319.4,505.3,27622.7,55.5,14.0,6200.0
CODX,CO-DIAGNOSTIC INC,31DEC2018,2018,1.553,2.612,-1.059,0.04,-6.272,14.0,2835.0
ACIW,ACI WORLDWIDE INC,31DEC2018,2018,2122.455,1074.224,1048.231,1009.78,68.921,14.0,7370.0
STRT,STRATTEC SECURITY CORP,30JUN2018,2018,307.175,123.929,183.246,439.195,12.283,14.0,3714.0
BY,BYLINE BANCORP INC,31DEC2018,2018,4942.574,4291.902,650.672,258.59,41.193,11.0,6020.0
DLTR,DOLLAR TREE INC,31JAN2019,2018,13501.2,7858.3,5642.9,22823.3,-1590.8,14.0,5331.0
ESQ,ESQUIRE FINCL HOLD INC,31DEC2018,2018,663.899,571.125,92.774,36.806,8.734,14.0,6020.0
NATI,NATIONAL INSTRUMENTS CORP,31DEC2018,2018,1671.235,432.877,1238.358,1359.132,155.057,14.0,7372.0
APRN,BLUE APRON HOLDNG INC,31DEC2018,2018,354.899,235.597,119.302,667.6,-122.149,11.0,5961.0
CHNR,CHINA NATURAL RESOURCES INC,31DEC2018,2018,1.126,4.295,-3.169,0.0,-0.898,14.0,1000.0
MRSN,MERSANA THRPEUTIC INC,31DEC2018,2018,78.502,69.707,8.795,10.594,-64.257,14.0,2836.0
RDI,READING INTL INC  -CL A,31DEC2018,2018,439.028,258.481,180.547,309.385,14.366,14.0,7830.0
ALRN,AILERON THERAPEUTIC INC,31DEC2018,2018,30.312,10.712,19.6,0.0,-31.547,14.0,2836.0
ABC,AMERISOURCEBERGEN CORP,30SEP2018,2018,37669.838,34619.877,3049.961,167939.635,1658.405,11.0,5122.0
GFED,GUARANTY FED BANCSHARES INC,31DEC2018,2018,965.138,884.659,80.479,49.798,7.332,14.0,6020.0
IRS,IRSA INVERSIONES Y REPSTN SA,30JUN2018,2018,11587.13,9014.808,2572.322,1141.828,612.773,11.0,6512.0
ATLO,AMES NATIONAL CORP,31DEC2018,2018,1455.687,1282.822,172.865,57.627,17.014,14.0,6020.0
TAIT,TAITRON COMPONENTS  -CL A,31DEC2018,2018,13.981,1.283,12.698,8.222,1.378,14.0,5065.0
CBZ,CBIZ INC,31DEC2018,2018,1183.031,589.368,593.663,922.003,61.57,11.0,8721.0
BMRC,BANK OF MARIN BANCORP,31DEC2018,2018,2520.892,2204.485,316.407,105.219,32.622,14.0,6020.0
NEWA,NEWATER TECHNOLOGY INC,31DEC2018,2018,61.752,34.708,27.044,47.041,7.211,14.0,3560.0
BHF,BRIGHTHOUSE FINANL INC,31DEC2018,2018,206294.0,191811.0,14483.0,8965.0,865.0,14.0,6311.0
ISNS,IMAGE SENSING SYSTEMS INC,31DEC2018,2018,13.484,2.847,10.637,14.561,1.862,14.0,6794.0
DLPH,DELPHI TECHNOLOGIES PLC,31DEC2018,2018,3893.0,3455.0,438.0,4858.0,358.0,11.0,3714.0
MYO,MYOMO INC,31DEC2018,2018,8.282,1.856,6.426,2.444,-10.317,12.0,3845.0
CGBD,TCG BDC INC,31DEC2018,2018,2084.743,1021.525,1063.218,207.526,39.115,14.0,6797.0
VNTR,VENATOR MATERIALS PLC,31DEC2018,2018,2485.0,1630.0,855.0,2265.0,-163.0,11.0,2810.0
ZKIN,ZK INTERNATIONAL GROUP,30SEP2018,2018,76.399,39.131,37.268,54.884,7.018,14.0,3312.0
FFBW,FFBW INC,31DEC2018,2018,262.726,202.364,60.362,11.309,1.058,14.0,6035.0
HLIT,HARMONIC INC,31DEC2018,2018,510.835,282.585,228.25,403.558,-21.035,14.0,3663.0
RNGR,RANGER ENERGY SERVICES,31DEC2018,2018,302.5,110.5,192.0,303.1,-3.3,11.0,1389.0
DRI,DARDEN RESTAURANTS INC,31MAY2019,2018,5892.8,3500.2,2392.6,8510.4,713.4,11.0,5812.0
ATXI,AVENUE THERAPEUTICS INC,31DEC2018,2018,4.525,5.156,-0.631,0.0,-21.548,14.0,2834.0
RMD,RESMED INC,30JUN2018,2018,3063.923,1004.943,2058.98,2340.196,315.588,11.0,3845.0
BHB,BAR HARBOR BANKSHARES,31DEC2018,2018,3608.487,3237.908,370.579,155.386,32.937,12.0,6020.0
AFIN,AMERICAN FINANCE TRUST INC,31DEC2018,2018,3262.547,1652.812,1609.735,291.207,-37.409,14.0,6798.0
SAFE,SAFEHOLD INC,31DEC2018,2018,979.743,622.385,357.358,49.724,11.74,11.0,6798.0
